LandmarkID,Name,Functn,Structure,EditBy,EditDate,Location 1,EditState
7001604,Soccer Center of Richmond,"5370: Fitness, recreational sports, gym, or athletic club",6980: Other installed recreational or athletic equipment,georgeae,08/23/2007 02:07:16 PM,"(37.5632191899999, -77.45469586)",incomplete
7001603,Richfood Dairy,3110: Food and beverages,8210: Dairy facility,georgeae,08/23/2007 01:58:21 PM,"(37.57136577, -77.4564535699999)",incomplete
7001601,Ray of Hope Pentecostal Holiness Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/23/2007 01:30:59 PM,"(37.57484925, -77.4600058799999)",incomplete
7000565,PHILIP MORRIS VISITORS CENTER,,,georgeae,08/23/2007 01:20:23 PM,"(37.47282414, -77.4316694999999)",needs research
7000542,NORTHPARK OFFICE PARK,,,georgeae,08/23/2007 01:19:12 PM,"(37.60306414, -77.4517819)",incomplete
7000485,Metro Richmond Visitors Center,"5000: Arts, entertainment, and recreation","3400: Exhibition, convention, or conference structure",georgeae,08/23/2007 01:18:59 PM,"(37.5450256499999, -77.4379429199999)",incomplete
7000390,International Shopping Center,2100: Retail sales or service,2520: Community center (general merchandise with two or more anchors),georgeae,08/23/2007 12:46:31 PM,"(37.5555329, -77.48787049)",incomplete
7000417,Williams Island,9910: Not applicable to this dimension,9000: No structure,georgeae,08/23/2007 12:19:24 PM,"(37.55850007, -77.52387781)",incomplete
7000083,SAINT PAULS RECREATION CENTER,,,georgeae,08/23/2007 12:18:38 PM,"(37.52317166, -77.44434103)",needs research
7000665,WESTLAKE HILLS CIVIC PARK,,,georgeae,08/23/2007 12:18:30 PM,"(37.5273214999999, -77.5173864399999)",needs research
7000232,NEW DAY CHURCH OF GOD,6600: Religious institutions,,georgeae,08/23/2007 12:18:02 PM,"(37.52134696, -77.44081837)",needs research
7001593,The Columns,1200: Housing services for the elderly,1000: Residential buildings,georgeae,08/23/2007 08:55:09 AM,"(37.54973033, -77.4608345599999)",incomplete
7001946,Nail Academy of Virginia,6141: Beauty schools,2000: Commercial buildings and other specialized structures,georgeae,08/22/2007 02:31:25 PM,"(37.5568959399999, -77.48785547)",incomplete
7001945,Saint Benedict Catholic Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/22/2007 02:22:43 PM,"(37.55725643, -77.47638444)",incomplete
7001944,Saint Benedicts School,6120: Grade schools,4210: Grade school,georgeae,08/22/2007 02:22:10 PM,"(37.5565500599999, -77.47831089)",incomplete
7000463,Saint Giles Presbyterian Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/22/2007 02:01:57 PM,"(37.57153659, -77.5114377299999)",incomplete
7000440,Resurrection Lutheran Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/22/2007 01:41:52 PM,"(37.56580111, -77.4462975299999)",incomplete
7000443,Patterson Avenue Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/22/2007 01:22:26 PM,"(37.5675977, -77.4928782899999)",incomplete
7000452,Northside Crusader Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/22/2007 01:08:28 PM,"(37.5675857199999, -77.416854)",incomplete
7000456,Westminster Presbyterian Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/22/2007 01:03:46 PM,"(37.57001692, -77.48778102)",incomplete
7001942,Richmond SPCA,"6560: Social assistance, welfare, and charitable services",2610: Light industrial structures and facilities,georgeae,08/22/2007 12:07:43 PM,"(37.5663437999999, -77.4603126199999)",incomplete
7000512,Saint Thomas Episcopal Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/22/2007 11:57:55 AM,"(37.58190289, -77.4453598799999)",incomplete
7000479,Saint Bridget Catholic Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/22/2007 11:51:49 AM,"(37.5739425499999, -77.52379328)",incomplete
7000475,Saint Stephens Protestant Episcopal,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/22/2007 11:50:09 AM,"(37.57340516, -77.5225114299999)",incomplete
7000467,West End Church of Christ,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/22/2007 11:39:58 AM,"(37.57227369, -77.50216106)",incomplete
7000543,Mount Herman Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/22/2007 11:37:04 AM,"(37.5698985399999, -77.4411823399999)",incomplete
7001939,Richmond Police Stables,6420: Police,8240: Stables and other equine-related facilities,georgeae,08/22/2007 10:47:31 AM,"(37.5544546699999, -77.44330854)",incomplete
7000481,Arthur Ashe Center,"5370: Fitness, recreational sports, gym, or athletic club",3300: Sports stadium or arena,georgeae,08/21/2007 11:43:04 AM,"(37.57330773, -77.4631809499999)",complete
7001565,New Covenant Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/21/2007 08:41:26 AM,"(37.5929410299999, -77.5338693399999)",incomplete
7000460,Saint Philips Protestant Episcopal Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/21/2007 08:29:01 AM,"(37.5703180699999, -77.43542275)",incomplete
7000453,Trinity Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/21/2007 08:26:41 AM,"(37.56922247, -77.4362774399999)",incomplete
7000263,Patrick Henry Building,4242: Libraries and archives,4300: Library building,rosewl,08/20/2007 05:05:51 PM,"(37.5392204699999, -77.43195215)",complete
7000749,Oliver Hill Building,6200: Public administration,2100: Office or bank building,rosewl,08/20/2007 05:05:06 PM,"(37.53761861, -77.4323028999999)",complete
7000750,Jefferson Building,6200: Public administration,2100: Office or bank building,rosewl,08/20/2007 05:04:39 PM,"(37.5370538299999, -77.43267511)",complete
7000751,Bank Street Deck,"4130: Road, ground passenger, and transit transportation",5200: Automobile parking facilities,rosewl,08/20/2007 04:56:54 PM,"(37.5372548699999, -77.43304937)",needs research
7000752,Washington Building,6200: Public administration,2100: Office or bank building,rosewl,08/20/2007 04:55:54 PM,"(37.53742271, -77.4333132799999)",complete
7000215,Riverfront Plaza East Tower,2200: Finance and Insurance,2100: Office or bank building,rosewl,08/20/2007 04:51:32 PM,"(37.53468199, -77.4386754399999)",complete
7000216,Riverfront Plaza West Tower,2200: Finance and Insurance,2100: Office or bank building,rosewl,08/20/2007 04:51:29 PM,"(37.5350620899999, -77.43880119)",complete
7000911,Downtown Expressway Parking Deck,"4130: Road, ground passenger, and transit transportation",5200: Automobile parking facilities,rosewl,08/20/2007 04:44:45 PM,"(37.5361041, -77.43800774)",complete
7001592,Colonial Avenue Parking Deck,"4130: Road, ground passenger, and transit transportation",5200: Automobile parking facilities,rosewl,08/20/2007 04:41:46 PM,"(37.5526759999999, -77.4773634299999)",complete
7001591,Crenshaw Avenue Parking Deck,"4130: Road, ground passenger, and transit transportation",5200: Automobile parking facilities,rosewl,08/20/2007 04:38:40 PM,"(37.55530092, -77.4846657399999)",complete
7001589,Second Street Parking Deck,"4130: Road, ground passenger, and transit transportation",5200: Automobile parking facilities,rosewl,08/20/2007 04:29:09 PM,"(37.54307545, -77.44112816)",complete
7000195,Turning Basin,9990: To be determined,5160: Waterways,rosewl,08/20/2007 04:28:46 PM,"(37.5332341, -77.43321486)",complete
7001936,First Jewish Cemetery in Virginia,6720: Cremation services and cemeteries,"4700: Cemetery, monument, tombstone, or mausoleum",rosewl,08/20/2007 03:56:41 PM,"(37.53209755, -77.4245257099999)",complete
7001572,Saint Christophers School,6120: Grade schools,4210: Grade school,georgeae,08/20/2007 03:41:07 PM,"(37.57935108, -77.5216905999999)",incomplete
7001571,Patterson Avenue Seventh Day Adventist,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/17/2007 03:35:54 PM,"(37.5647729599999, -77.48745988)",incomplete
7001570,Richmond Seventh Day Adventist Academy,6120: Grade schools,4210: Grade school,georgeae,08/17/2007 03:35:26 PM,"(37.5644416399999, -77.4867463199999)",incomplete
7001563,Village Shopping Center,2100: Retail sales or service,2520: Community center (general merchandise with two or more anchors),georgeae,08/17/2007 03:32:24 PM,"(37.5909759299999, -77.53214692)",incomplete
7001588,Lock Lane Condominiums,1000: Residence or accommodation functions,1120: Attached units,georgeae,08/17/2007 03:21:17 PM,"(37.56144021, -77.4920021599999)",incomplete
7001569,Seventh Street Christian Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/17/2007 03:19:14 PM,"(37.5620405199999, -77.4931706899999)",incomplete
7001568,Saints Constantine and Helen Greek Orthodox Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/17/2007 03:18:09 PM,"(37.56117797, -77.49350329)",incomplete
7001567,Reveille United Methodist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/17/2007 01:40:45 PM,"(37.5602381699999, -77.4962583599999)",incomplete
7001558,University of Richmond Fraternity Row,"6830: Civic, social, and fraternal organizations",1320: Dormitories,georgeae,08/16/2007 11:41:00 AM,"(37.5821472299999, -77.5407047399999)",incomplete
7001554,University Forest Apartments South,1000: Residence or accommodation functions,1200: Multifamily structures,georgeae,08/16/2007 11:28:04 AM,"(37.57177593, -77.5421720599999)",incomplete
7001555,University Forest Apartments North,1000: Residence or accommodation functions,1200: Multifamily structures,georgeae,08/16/2007 11:27:57 AM,"(37.57243469, -77.5405121999999)",incomplete
7001552,Thalhimer Guest Cottage,1000: Residence or accommodation functions,1000: Residential buildings,georgeae,08/16/2007 11:23:28 AM,"(37.57392913, -77.54109468)",incomplete
7001550,University of Richmond Bus Stop,"4133: Local transit systems--bus, special needs, and other motor vehicles",5300: Bus stop shelter,georgeae,08/16/2007 11:21:30 AM,"(37.57948686, -77.53474654)",incomplete
7001504,Retail Merchants Association,"2400: Business, professional, scientific, and technical services",2000: Commercial buildings and other specialized structures,georgeae,08/16/2007 09:49:15 AM,"(37.5780084299999, -77.5016138499999)",incomplete
7000399,Temple Beth El,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/16/2007 09:45:45 AM,"(37.5580221499999, -77.48250665)",incomplete
7001501,Lacrosse Field,"5370: Fitness, recreational sports, gym, or athletic club",4220: College or university facility,georgeae,08/16/2007 09:40:47 AM,"(37.57217347, -77.5450641799999)",incomplete
7001499,University of Richmond Presidents Home,1100: Private household,1110: Detached units,georgeae,08/16/2007 09:36:41 AM,"(37.57311519, -77.54633954)",incomplete
7001498,Jepson Alumni Center,"6830: Civic, social, and fraternal organizations",4220: College or university facility,georgeae,08/16/2007 09:36:12 AM,"(37.57406546, -77.54611439)",incomplete
7001487,Jenkins Greek Theater,"6830: Civic, social, and fraternal organizations","6970: Outdoor stage, bandstand, or similar structure",georgeae,08/16/2007 09:05:02 AM,"(37.57647799, -77.5426127)",incomplete
7000891,Thalhimer Tennis Support Facility,6130: Colleges and Universities,6980: Other installed recreational or athletic equipment,georgeae,08/16/2007 08:59:28 AM,"(37.54503393, -77.45373582)",needs research
7001477,Westhampton Tennis Courts,"5370: Fitness, recreational sports, gym, or athletic club",6982: Tennis courts,georgeae,08/16/2007 08:40:55 AM,"(37.57662529, -77.54355983)",incomplete
7001475,Oakwood Hebrew Cemetery,6720: Cremation services and cemeteries,"4700: Cemetery, monument, tombstone, or mausoleum",georgeae,08/16/2007 08:16:14 AM,"(37.53491369, -77.3971004499999)",incomplete
7000406,Robert E Lee School,1000: Residence or accommodation functions,4210: Grade school,georgeae,08/15/2007 05:19:31 PM,"(37.5594869299999, -77.4770725599999)",incomplete
7000408,James River Park Boat Launch,"5300: Amusement, sports, or recreation establishment","5520: Pier, dock, wharf, or jetty",georgeae,08/15/2007 05:18:38 PM,"(37.5596306799999, -77.5457125199999)",incomplete
7000410,Virginia Department of Motor Vehicles,6200: Public administration,2100: Office or bank building,georgeae,08/15/2007 05:13:07 PM,"(37.5599943799999, -77.46350327)",complete
7000235,Manchester Circuit Courthouse,6221: Courts,2100: Office or bank building,georgeae,08/15/2007 05:07:38 PM,"(37.52175605, -77.44162108)",incomplete
7000116,Manchester Overlook,,,georgeae,08/15/2007 10:38:12 AM,"(37.52952921, -77.4459588999999)",incomplete
7000123,Manchester Climbing Wall,"5370: Fitness, recreational sports, gym, or athletic club",9200: Unclassifiable structure,georgeae,08/15/2007 10:38:00 AM,"(37.5295866, -77.44589521)",incomplete
7000346,MCV Hospital Heliport,4110: Air transportation,5640: Heliport facility,rosewl,08/13/2007 06:05:00 PM,"(37.5479313499999, -77.4303828)",needs research
7000031,Mary Munford Soccer Field,"5300: Amusement, sports, or recreation establishment",6980: Other installed recreational or athletic equipment,rosewl,08/13/2007 05:10:04 PM,"(37.56232492, -77.50059149)",incomplete
7001450,Mary Munford Tennis Courts,"5300: Amusement, sports, or recreation establishment",6982: Tennis courts,rosewl,08/13/2007 05:10:04 PM,"(37.5629541699999, -77.5001886099999)",incomplete
7001451,Mary Munford Basketball Courts,"5300: Amusement, sports, or recreation establishment",6981: Basketball courts,rosewl,08/13/2007 05:10:04 PM,"(37.56309349, -77.49981556)",incomplete
7000682,Woodville Pool,"5300: Amusement, sports, or recreation establishment",6983: Pools and supporting maintenance or bathroom facilities,rosewl,08/13/2007 04:46:34 PM,"(37.5476949899999, -77.4041014)",complete
7000026,Swansboro Elementary School,6121: Elementary,4210: Grade school,rosewl,08/13/2007 04:44:31 PM,"(37.5112719999999, -77.4665245599999)",complete
7000736,Randolph Pool,"5300: Amusement, sports, or recreation establishment",6983: Pools and supporting maintenance or bathroom facilities,rosewl,08/13/2007 04:33:51 PM,"(37.54403955, -77.46212667)",needs research
7001438,Westwood House,1320: Rooming and boarding,1100: Single-family buildings,georgeae,08/01/2007 03:30:59 PM,"(37.5762542599999, -77.45266395)",incomplete
7000600,East District Initiative,6200: Public administration,2100: Office or bank building,georgeae,07/26/2007 08:53:20 AM,"(37.5351737, -77.4151077399999)",complete
7000727,Powhatan Pool,"5300: Amusement, sports, or recreation establishment",6983: Pools and supporting maintenance or bathroom facilities,rosewl,08/13/2007 04:29:09 PM,"(37.5156060099999, -77.4045803599999)",complete
7000735,Hotchkiss Pool,"5300: Amusement, sports, or recreation establishment",6983: Pools and supporting maintenance or bathroom facilities,rosewl,08/13/2007 04:25:49 PM,"(37.5691509099999, -77.4240034799999)",needs research
7000734,Fairmount Pool,"5300: Amusement, sports, or recreation establishment",6983: Pools and supporting maintenance or bathroom facilities,rosewl,08/13/2007 04:23:46 PM,"(37.54493926, -77.4127370599999)",complete
7000596,Blackwell Pool,"5300: Amusement, sports, or recreation establishment",6983: Pools and supporting maintenance or bathroom facilities,rosewl,08/13/2007 04:07:04 PM,"(37.5160254899999, -77.44402644)",complete
7000728,Battery Pool,"5300: Amusement, sports, or recreation establishment",6983: Pools and supporting maintenance or bathroom facilities,rosewl,08/13/2007 04:05:49 PM,"(37.56864903, -77.4411311)",complete
7000732,Bellemeade Pool,"5300: Amusement, sports, or recreation establishment",6983: Pools and supporting maintenance or bathroom facilities,rosewl,08/13/2007 04:05:03 PM,"(37.49628374, -77.44067622)",complete
7000106,Creighton Court Management Office,"2300: Real estate, and rental and leasing",3800: Other community structures,rosewl,08/13/2007 03:44:08 PM,"(37.54452457, -77.3986854)",complete
7000598,Hillside Court Management Office,"2300: Real estate, and rental and leasing",3800: Other community structures,rosewl,08/13/2007 03:20:23 PM,"(37.5038107299999, -77.4342075099999)",complete
7000455,Hotchkiss Community Center,"5300: Amusement, sports, or recreation establishment",3800: Other community structures,rosewl,08/13/2007 03:12:56 PM,"(37.56983762, -77.42273697)",complete
7000592,Battery Park Community Center,"5300: Amusement, sports, or recreation establishment",3800: Other community structures,rosewl,08/13/2007 02:07:10 PM,"(37.5689215299999, -77.4413221899999)",complete
7000122,Chimborazo Elementary School,6121: Elementary,4210: Grade school,rosewl,08/13/2007 02:02:54 PM,"(37.5298338899999, -77.41312292)",complete
7000218,Ambulance Station 10,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:58:38 PM,"(37.5356640099999, -77.41465513)",needs research
7000466,Ambulance Station 40,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:58:19 PM,"(37.57083799, -77.41848328)",needs research
7000684,Richmond Fire Station 19,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:56:25 PM,"(37.5736751199999, -77.51940951)",complete
7000699,Richmond Fire Station 12,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:56:03 PM,"(37.54923524, -77.4701213999999)",complete
7000697,Richmond Fire Station 23,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:56:01 PM,"(37.49893747, -77.5088454499999)",incomplete
7000255,Richmond Fire Station 16,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:56:00 PM,"(37.58846434, -77.44753971)",complete
7000244,Richmond Fire Station 25,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:55:59 PM,"(37.5390584499999, -77.56017482)",complete
7000308,Richmond Fire Station 6,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:55:58 PM,"(37.54269561, -77.44783531)",complete
7000360,Richmond Fire Station 5,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:55:57 PM,"(37.55095773, -77.4430131299999)",complete
7000444,Richmond Fire Station 15,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:55:55 PM,"(37.56664138, -77.42112665)",complete
7000414,Richmond Fire Station 10,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:55:54 PM,"(37.5599417999999, -77.46068932)",needs research
7000423,Richmond Fire Station 18,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:55:50 PM,"(37.56219516, -77.4849340199999)",complete
7000468,Richmond Fire Station 14,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:55:49 PM,"(37.5718303399999, -77.44382511)",complete
7000039,Richmond Fire Station 8,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:55:45 PM,"(37.5148628, -77.4041462299999)",complete
7000056,Richmond Fire Station 13,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:55:44 PM,"(37.51853195, -77.43774747)",needs research
7000231,Richmond Fire Station 20,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:55:42 PM,"(37.5209955099999, -77.48705759)",complete
7000238,Richmond Fire Station 11,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:55:40 PM,"(37.53826445, -77.40798832)",complete
7001465,Henrico Fire Station 8,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:47:58 PM,"(37.5940560399999, -77.54928499)",needs research
7001464,Tuckahoe Volunteer Rescue Squad Station 1,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 01:45:15 PM,"(37.59357465, -77.53279469)",needs research
7000900,Warsaw Condominiums,1000: Residence or accommodation functions,1300: Other specialized residential structures,rosewl,08/13/2007 01:23:07 PM,"(37.54785306, -77.4587238)",complete
7001401,Hollywood Cemetery Offices,6720: Cremation services and cemeteries,"3500: Churches, synagogues, temples, mosques, etc",rosewl,08/13/2007 01:04:19 PM,"(37.53989275, -77.4530036999999)",needs research
7000487,Country Club of Virginia Clubhouse,"6830: Civic, social, and fraternal organizations",1000: Residential buildings,rosewl,08/13/2007 12:38:53 PM,"(37.5718647699999, -77.52729216)",complete
7000806,Willow Oaks Fitness Center,"5370: Fitness, recreational sports, gym, or athletic club",,rosewl,08/13/2007 12:35:29 PM,"(37.53573784, -77.50685067)",needs research
7001448,Country Club of Virginia Golf Course,"5370: Fitness, recreational sports, gym, or athletic club",9100: Not applicable to this dimension,rosewl,08/13/2007 12:31:54 PM,"(37.57188893, -77.53364727)",incomplete
7000528,Saint Mary's Hospital,6530: Hospital,4110: Hospital building,rosewl,08/13/2007 12:27:55 PM,"(37.58393909, -77.5126970799999)",needs research
7000256,Libbie Place Shopping Center,2100: Retail sales or service,2000: Commercial buildings and other specialized structures,rosewl,08/13/2007 12:15:46 PM,"(37.5878244399999, -77.5015835699999)",needs research
7000526,Crossroads Shopping Center,2100: Retail sales or service,"2500: Malls, shopping centers, or collection of shops",rosewl,08/13/2007 12:14:21 PM,"(37.58518411, -77.49344594)",needs research
7000521,The Shops at Willow Lawn,2100: Retail sales or service,"2500: Malls, shopping centers, or collection of shops",rosewl,08/13/2007 12:10:35 PM,"(37.5815223099999, -77.49782473)",needs research
7001462,Lakeside Volunteer Rescue Squad,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 12:05:07 PM,"(37.61469197, -77.46972017)",needs research
7000089,Forest View Volunteer Rescue Squad Station 1,6410: Fire and rescue,4510: Fire and rescue station,rosewl,08/13/2007 11:48:12 AM,"(37.5252902499999, -77.4971481999999)",complete
7000550,Cary Street Annex,6130: Colleges and Universities,2600: Industrial buildings and structures,rosewl,08/13/2007 10:50:28 AM,"(37.5438892199999, -77.4535824499999)",complete
7000272,Capitol Square,6200: Public administration,4000: Institutional or community facilities,rosewl,08/13/2007 10:13:18 AM,"(37.5385487599999, -77.4337537899999)",complete
7000659,Linden Row Inn,"1300: Hotels, motels, or other accommodation services","1330: Hotels, motels, and tourist courts",rosewl,08/10/2007 03:52:45 PM,"(37.5433037199999, -77.4421556799999)",incomplete
7000304,Main Library,4242: Libraries and archives,4300: Library building,rosewl,08/10/2007 03:49:46 PM,"(37.5430043, -77.44234135)",complete
7000977,Petronius S Jones Gazebo,"5000: Arts, entertainment, and recreation","6970: Outdoor stage, bandstand, or similar structure",rosewl,08/10/2007 03:33:07 PM,"(37.54431205, -77.4623506199999)",needs research
7000432,Arthur Ashe Monument,"5000: Arts, entertainment, and recreation","4700: Cemetery, monument, tombstone, or mausoleum",rosewl,08/10/2007 12:02:30 PM,"(37.56517892, -77.47906537)",needs research
7000458,Arthur Ashe Tennis Courts,"5300: Amusement, sports, or recreation establishment",6982: Tennis courts,rosewl,08/10/2007 12:01:22 PM,"(37.5665491099999, -77.43962163)",needs research
7000334,Sixth Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/10/2007 08:29:21 AM,"(37.54684669, -77.47175807)",incomplete
7000291,Saint Luke Evangelical Lutheran,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/09/2007 04:12:23 PM,"(37.5422866199999, -77.53813958)",incomplete
7000251,Saint John Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/09/2007 04:11:21 PM,"(37.5878446299999, -77.4439363099999)",incomplete
7000250,New Friendship Disciples of Christ,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/09/2007 04:09:45 PM,"(37.5876364, -77.4443554)",incomplete
7000223,Jerusalem Holiness,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/09/2007 03:59:27 PM,"(37.51923679, -77.4419975099999)",incomplete
7000222,Muhammad Mosque #24,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/09/2007 03:44:24 PM,"(37.5192397, -77.44970949)",incomplete
7001461,The Miami,1000: Residence or accommodation functions,1200: Multifamily structures,georgeae,08/09/2007 03:34:46 PM,"(37.5496887799999, -77.4769896499999)",incomplete
7000153,Redeemed Church of God,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/09/2007 02:39:35 PM,"(37.48565851, -77.4945288299999)",incomplete
7000150,Southside Baptist Temple,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/09/2007 02:38:00 PM,"(37.4850896, -77.49308421)",incomplete
7000133,Primera Iglesia Pentecostal,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/09/2007 02:12:14 PM,"(37.47168208, -77.4874871699999)",incomplete
7000129,Branch's Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/09/2007 02:10:45 PM,"(37.4697016399999, -77.4850622799999)",complete
7000128,Walmsley Baptist,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/09/2007 02:10:38 PM,"(37.4673117199999, -77.4643901099999)",incomplete
7000126,Walmsley Boulevard United Methodist,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/09/2007 01:25:27 PM,"(37.46184161, -77.45232131)",incomplete
7000447,Saint Elizabeth Catholic Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/09/2007 01:09:45 PM,"(37.56726999, -77.4204354099999)",incomplete
7000374,Cary Court Shopping Center,2100: Retail sales or service,"2500: Malls, shopping centers, or collection of shops",rosewl,08/09/2007 11:33:22 AM,"(37.5536974099999, -77.4819690599999)",complete
7000151,Broad Rock Sports Complex,"5300: Amusement, sports, or recreation establishment",6980: Other installed recreational or athletic equipment,rosewl,08/09/2007 11:26:21 AM,"(37.48376135, -77.4799589299999)",needs research
7000011,Mount Olivet Cemetery,6720: Cremation services and cemeteries,"4700: Cemetery, monument, tombstone, or mausoleum",rosewl,08/09/2007 11:10:50 AM,"(37.5035845, -77.4558337499999)",needs research
7000119,United Baptist Church,6600: Religious institutions,,georgeae,08/09/2007 09:20:41 AM,"(37.53147415, -77.54820331)",incomplete
7000090,Old Dominion Railway Museum,5210: Museum,3940: Train station,georgeae,08/09/2007 09:01:56 AM,"(37.5259255699999, -77.43563598)",incomplete
7000060,Manchester Dam,9900: Unclassifiable function,6220: Dam,georgeae,08/09/2007 08:44:51 AM,"(37.53042141, -77.44201904)",incomplete
7001455,E-911 Call Center Radio Tower,6430: Emergency response,6500: Communication towers,rosewl,08/08/2007 02:12:22 PM,"(37.4991464599999, -77.45528688)",complete
7001454,E-911 Call Center,6430: Emergency response,4530: Emergency operation center,rosewl,08/08/2007 02:12:15 PM,"(37.4996195599999, -77.45541034)",complete
7001456,Richmond Southside Transfer Station,"4340: Sewer, solid waste, and related services",6300: Sewer and waste-related facility,rosewl,08/08/2007 02:12:08 PM,"(37.50014539, -77.45437065)",needs research
7000075,Southside Child Development Center,6110: Nursery and preschool,3800: Other community structures,georgeae,08/08/2007 01:13:29 PM,"(37.5224655199999, -77.4496178699999)",incomplete
7000062,Moore Street Playground,"5000: Arts, entertainment, and recreation",6940: Playground equipment,georgeae,08/08/2007 01:11:16 PM,"(37.55990683, -77.4564433)",incomplete
7001453,Maggie Walker Tennis Courts,"5000: Arts, entertainment, and recreation",6982: Tennis courts,georgeae,08/08/2007 01:09:36 PM,"(37.55990759, -77.4554663499999)",incomplete
7000003,Supreme Court of Virginia,6220: Judicial functions,2100: Office or bank building,rosewl,08/08/2007 01:05:25 PM,"(37.5395010499999, -77.43530862)",needs research
7000042,Mt Pisgah United Methodist,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,08/08/2007 12:47:30 PM,"(37.5160961899999, -77.4665212)",incomplete
7000720,Dominion Virginia Power Headquarters,4310: Electric power,2100: Office or bank building,georgeae,08/08/2007 11:30:50 AM,"(37.5377415999999, -77.4388962099999)",complete
7000353,Fairfield Court Elementary School,6121: Elementary,4210: Grade school,georgeae,08/08/2007 11:28:53 AM,"(37.5497335499999, -77.4014138499999)",complete
7000041,Powhatan Community Center,"5300: Amusement, sports, or recreation establishment",3800: Other community structures,georgeae,08/08/2007 10:52:16 AM,"(37.5149723899999, -77.4047388799999)",complete
