LandmarkID,Name,Functn,Structure,EditBy,EditDate,Location 1,EditState
7000667,Providence Park Playground,"5300: Amusement, sports, or recreation establishment",6940: Playground equipment,georgeae,08/08/2007 10:48:11 AM,"(37.5809164599999, -77.42584035)",complete
7000601,Vernon J Harris Community Center,"5300: Amusement, sports, or recreation establishment",3800: Other community structures,georgeae,08/08/2007 10:47:15 AM,"(37.53476348, -77.4145918199999)",incomplete
7000690,Albert H Hill Fields,"5300: Amusement, sports, or recreation establishment",6980: Other installed recreational or athletic equipment,georgeae,08/08/2007 10:46:56 AM,"(37.5638411199999, -77.48353038)",complete
7000546,Cary Street Field,"5300: Amusement, sports, or recreation establishment",6980: Other installed recreational or athletic equipment,georgeae,08/08/2007 10:46:23 AM,"(37.54399946, -77.45498344)",needs research
7000375,Robert E Lee Monument,"5000: Arts, entertainment, and recreation","6950: Fountain, sculpture, etc",rosewl,08/07/2007 05:14:17 PM,"(37.5538306799999, -77.46009906)",complete
7000470,Luther Memorial School,6120: Grade schools,4210: Grade school,georgeae,08/01/2007 04:03:04 PM,"(37.5721136299999, -77.45303783)",incomplete
7000654,Stony Point Fashion Park,2000: General sales or services,"2550: Fashion/specialty center (higher end, fashion-oriented stores)",georgeae,07/31/2007 12:12:19 PM,"(37.5507686699999, -77.5728650899999)",incomplete
7001405,Weisiger-Carroll House,1100: Private household,1000: Residential buildings,georgeae,07/31/2007 10:43:21 AM,"(37.5165575799999, -77.4554204599999)",incomplete
7000188,Immanuel Pentecostal Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,07/31/2007 10:05:00 AM,"(37.4971917299999, -77.44461382)",needs research
7000252,St Albans Anglican Catholic Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,07/31/2007 09:24:14 AM,"(37.58824675, -77.4645028399999)",incomplete
7000101,Chimborazo Park,5500: Natural and other recreational parks,9100: Not applicable to this dimension,rosewl,07/27/2007 02:56:52 PM,"(37.52530559, -77.4117217099999)",incomplete
7001408,Phillip Morris Research and Technology Center,6513: Medical and diagnostic laboratories,,georgeae,07/26/2007 03:38:16 PM,"(37.54577127, -77.4333991799999)",incomplete
7000860,Belvidere Medical Center,6510: Ambulatory or outpatient care services,4100: Medical facility,georgeae,07/26/2007 02:43:17 PM,"(37.5509799499999, -77.4439667099999)",needs research
7000084,Westover Hills United Methodist,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,07/26/2007 09:31:32 AM,"(37.5240237699999, -77.48697574)",incomplete
7000763,VCU Medical Center - Nelson Clinic,6510: Ambulatory or outpatient care services,4100: Medical facility,georgeae,07/26/2007 09:19:48 AM,"(37.54076938, -77.43091123)",complete
7000765,AD Williams Clinic,6511: Clinics,4110: Hospital building,georgeae,07/26/2007 09:17:35 AM,"(37.53978871, -77.4302845699999)",complete
7000020,New Bethel Holy Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,07/26/2007 08:48:17 AM,"(37.5076077599999, -77.4636576399999)",incomplete
7000445,Richmond Friends Meeting,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,07/25/2007 12:46:51 PM,"(37.56740834, -77.4961363799999)",incomplete
7000518,St James Armenian Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,07/25/2007 12:43:16 PM,"(37.5839078799999, -77.52155166)",incomplete
7000434,Richmond Police Academy,6100: Educational services,4200: School or university buildings,georgeae,07/25/2007 11:01:44 AM,"(37.5642475699999, -77.4496603599999)",complete
7000515,Providence Park Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,07/25/2007 10:04:04 AM,"(37.5817014, -77.4254882599999)",incomplete
7000403,St Marks Episcopal Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,07/25/2007 09:26:09 AM,"(37.5591191199999, -77.47255574)",incomplete
7000783,VCU Larrick Student Center,6130: Colleges and Universities,4220: College or university facility,georgeae,07/25/2007 09:21:47 AM,"(37.5447552199999, -77.4298826999999)",needs research
7000088,Wayside Spring Park,5500: Natural and other recreational parks,9100: Not applicable to this dimension,rosewl,07/24/2007 05:26:44 PM,"(37.5248551999999, -77.48454888)",needs research
7000086,Canoe Run Park,"5300: Amusement, sports, or recreation establishment",6980: Other installed recreational or athletic equipment,rosewl,07/24/2007 05:16:27 PM,"(37.52234098, -77.45722677)",needs research
7000350,Trinity Episcopal School,6120: Grade schools,4210: Grade school,georgeae,07/24/2007 03:00:57 PM,"(37.5488252099999, -77.59328573)",incomplete
7000507,West End Post Office,4170: Postal services,,georgeae,07/24/2007 02:56:08 PM,"(37.58096591, -77.48200284)",needs research
7000094,Maymont Children's Farm,"5230: Zoos, botanical gardens, arboreta, etc",4450: Zoological parks,rosewl,07/24/2007 01:28:02 PM,"(37.53757101, -77.47999964)",needs research
7000636,Maury Senior Retirement Village,1200: Housing services for the elderly,4210: Grade school,rosewl,07/23/2007 05:46:20 PM,"(37.5206698599999, -77.44708561)",complete
7001404,River Towers,1100: Private household,1200: Multifamily structures,rosewl,07/23/2007 05:30:15 PM,"(37.52455236, -77.4553693)",complete
7001403,1920 Stonewall Avenue,1200: Housing services for the elderly,1200: Multifamily structures,rosewl,07/23/2007 05:27:43 PM,"(37.52406193, -77.4542840499999)",complete
7001402,1611 4th Avenue,1200: Housing services for the elderly,1200: Multifamily structures,rosewl,07/23/2007 05:11:44 PM,"(37.55654933, -77.4250086699999)",complete
7000635,1200 Decatur Street,1200: Housing services for the elderly,1200: Multifamily structures,rosewl,07/23/2007 04:59:20 PM,"(37.5197609599999, -77.44339311)",complete
7000608,Melvin C Fox Manor ,1200: Housing services for the elderly,1200: Multifamily structures,rosewl,07/23/2007 04:57:25 PM,"(37.51462603, -77.4588091899999)",complete
7000289,Hollywood Cemetery,6720: Cremation services and cemeteries,"4700: Cemetery, monument, tombstone, or mausoleum",rosewl,07/23/2007 04:42:50 PM,"(37.540379, -77.4529909)",needs research
7001400,Hollywood Cemetery Superintendent's House,1100: Private household,1000: Residential buildings,rosewl,07/23/2007 04:34:42 PM,"(37.54033255, -77.45324865)",needs research
7001398,Hollywood Cemetery Palmer Chapel,"5000: Arts, entertainment, and recreation","4700: Cemetery, monument, tombstone, or mausoleum",rosewl,07/23/2007 04:26:24 PM,"(37.5329442, -77.4575608499999)",complete
7001397,Monroe's Tomb,"5000: Arts, entertainment, and recreation","4700: Cemetery, monument, tombstone, or mausoleum",rosewl,07/23/2007 04:23:49 PM,"(37.5337628099999, -77.4565075499999)",complete
7001399,Confederate Pyramid,"5000: Arts, entertainment, and recreation","4700: Cemetery, monument, tombstone, or mausoleum",rosewl,07/23/2007 04:23:10 PM,"(37.54079439, -77.4555873)",complete
7000344,Monroe Park,5500: Natural and other recreational parks,9100: Not applicable to this dimension,rosewl,07/23/2007 03:51:24 PM,"(37.54675284, -77.45026389)",complete
7000068,Edgar Allen Poe Museum,5210: Museum,1000: Residential buildings,rosewl,07/23/2007 03:46:39 PM,"(37.53209279, -77.42603909)",needs research
7001395,Old Stone House,5210: Museum,1000: Residential buildings,rosewl,07/23/2007 03:46:34 PM,"(37.53209279, -77.42603909)",needs research
7000029,Holly Street Playground,"5300: Amusement, sports, or recreation establishment",6940: Playground equipment,rosewl,07/23/2007 03:17:35 PM,"(37.5364544199999, -77.4525398499999)",complete
7001394,Riverview Baptist Church Offices,6600: Religious institutions,2000: Commercial buildings and other specialized structures,rosewl,07/23/2007 03:08:16 PM,"(37.5485440499999, -77.4752489899999)",complete
7000347,Riverview Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",rosewl,07/23/2007 03:02:47 PM,"(37.5486733999999, -77.47549096)",complete
7000634,The Idlewood,1200: Housing services for the elderly,1200: Multifamily structures,rosewl,07/23/2007 02:50:48 PM,"(37.54903232, -77.47651301)",complete
7000712,Salvation Army Boys Club,6561: Child and youth services,3200: Indoor games facility,rosewl,07/23/2007 02:40:04 PM,"(37.53126126, -77.40133776)",needs research
7000527,Interstate Business Park,2000: General sales or services,2614: Industrial parks,rosewl,07/23/2007 01:57:48 PM,"(37.58205899, -77.47060555)",complete
7000711,William Byrd Community House,6561: Child and youth services,4300: Library building,rosewl,07/23/2007 01:19:56 PM,"(37.54238351, -77.45305505)",complete
7000297,Saint Andrew's Episcopal Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",rosewl,07/23/2007 01:17:59 PM,"(37.5420135099999, -77.4517823999999)",complete
7000110,Ginter Park Elementary School Annex,6121: Elementary,4210: Grade school,rosewl,07/23/2007 12:44:27 PM,"(37.5884448099999, -77.4398874)",complete
7000141,Thomas B Smith Park,"5300: Amusement, sports, or recreation establishment",6980: Other installed recreational or athletic equipment,rosewl,07/23/2007 12:39:28 PM,"(37.48050689, -77.43583879)",complete
7000679,Ruffin Road Playground,"5000: Arts, entertainment, and recreation",6940: Playground equipment,rosewl,07/23/2007 12:35:52 PM,"(37.48045865, -77.4345410399999)",needs research
7000678,Thomas B Smith Community Center,"5300: Amusement, sports, or recreation establishment",3800: Other community structures,rosewl,07/23/2007 12:32:34 PM,"(37.4798399299999, -77.43675183)",complete
7000715,Hickory Hill Community Center,"5300: Amusement, sports, or recreation establishment",3800: Other community structures,rosewl,07/23/2007 12:31:25 PM,"(37.47987476, -77.46133365)",complete
7000380,William Fox Elementary School,6121: Elementary,4210: Grade school,rosewl,07/23/2007 12:09:38 PM,"(37.5543183099999, -77.4681760699999)",complete
7000233,Lucille Murray Brown Middle School,6122: Middle,4210: Grade school,rosewl,07/23/2007 12:02:04 PM,"(37.5212802699999, -77.5132587199999)",complete
7000530,Ginter Park Elementary School,6121: Elementary,4210: Grade school,rosewl,07/23/2007 11:48:36 AM,"(37.58755227, -77.4473992799999)",complete
7000253,Linwood Holton Elementary School,6121: Elementary,4210: Grade school,rosewl,07/23/2007 11:45:33 AM,"(37.5851358199999, -77.4612221699999)",complete
7000478,Maggie L Walker Governor's School,6125: Alternate education services,4210: Grade school,rosewl,07/23/2007 11:38:46 AM,"(37.5578106, -77.453558)",complete
7000441,Overby-Sheppard Elementary School,6121: Elementary,4210: Grade school,rosewl,07/23/2007 11:34:57 AM,"(37.56499311, -77.4245757799999)",complete
7000100,Miss Liberty Monument,"5000: Arts, entertainment, and recreation","6950: Fountain, sculpture, etc",rosewl,07/23/2007 10:11:48 AM,"(37.5270625799999, -77.4122041199999)",needs research
7000087,James River Park Visitors Center,5500: Natural and other recreational parks,"4400: Museum, exhibition, or similar facility",rosewl,07/23/2007 10:08:54 AM,"(37.5242313899999, -77.46869393)",complete
7000991,Midlothian Village Water Tower,4300: Utilities and utility services,"6250: Water tank (elevated, at grade, underground)",rosewl,07/23/2007 10:04:16 AM,"(37.5077981199999, -77.4790538999999)",needs research
7000310,Southampton Elementary School,6121: Elementary,4210: Grade school,rosewl,07/23/2007 09:50:14 AM,"(37.54414588, -77.5343353199999)",complete
7000987,Abner Clay Park House,"5000: Arts, entertainment, and recreation","6970: Outdoor stage, bandstand, or similar structure",rosewl,07/23/2007 09:41:28 AM,"(37.54915925, -77.4427439199999)",needs research
7000985,Chimborazo Playground Park House,"5000: Arts, entertainment, and recreation","6970: Outdoor stage, bandstand, or similar structure",rosewl,07/23/2007 09:40:20 AM,"(37.52822982, -77.4150660399999)",needs research
7000974,Chimborazo Park House West,"5000: Arts, entertainment, and recreation","6970: Outdoor stage, bandstand, or similar structure",rosewl,07/23/2007 09:39:00 AM,"(37.52521069, -77.4129751899999)",needs research
7000976,Jefferson Park House,"5000: Arts, entertainment, and recreation","6970: Outdoor stage, bandstand, or similar structure",rosewl,07/23/2007 09:21:43 AM,"(37.53576074, -77.42197627)",needs research
7000975,Oregon Hill Park House,"5000: Arts, entertainment, and recreation","6970: Outdoor stage, bandstand, or similar structure",rosewl,07/23/2007 09:19:27 AM,"(37.5355236799999, -77.4503602799999)",needs research
7000980,Byrd Park Baseball Diamonds,"5370: Fitness, recreational sports, gym, or athletic club",6980: Other installed recreational or athletic equipment,rosewl,07/20/2007 03:54:37 PM,"(37.5482809399999, -77.48017233)",needs research
7000981,Byrd Park Tennis Courts,"5370: Fitness, recreational sports, gym, or athletic club",6982: Tennis courts,rosewl,07/20/2007 03:45:37 PM,"(37.5471847399999, -77.47928213)",needs research
7000093,Robins Nature and Visitor Center at Maymont,5200: Museums and other special purpose recreational institutions,"4400: Museum, exhibition, or similar facility",rosewl,07/20/2007 02:13:11 PM,"(37.53750058, -77.47530451)",needs research
7000309,Swan Lake,5500: Natural and other recreational parks,9100: Not applicable to this dimension,rosewl,07/20/2007 01:35:28 PM,"(37.5422770899999, -77.47340932)",needs research
7000266,Shields Lake,5500: Natural and other recreational parks,9100: Not applicable to this dimension,rosewl,07/20/2007 01:35:19 PM,"(37.5394933999999, -77.47542832)",needs research
7000330,Christopher Columbus Monument,"5000: Arts, entertainment, and recreation","4700: Cemetery, monument, tombstone, or mausoleum",rosewl,07/20/2007 01:21:54 PM,"(37.54645544, -77.47902609)",needs research
7000146,Broad Rock Branch Library,4242: Libraries and archives,4300: Library building,rosewl,07/20/2007 01:05:39 PM,"(37.4829751899999, -77.47927491)",complete
7000103,Byrd Park Fitness Trail,"5370: Fitness, recreational sports, gym, or athletic club",6980: Other installed recreational or athletic equipment,rosewl,07/20/2007 12:54:48 PM,"(37.54423243, -77.4783051999999)",needs research
7000612,OVERLOOK AND MIMOSA,1000: Residence or accommodation functions,,georgeae,07/20/2007 12:46:44 PM,"(37.49934935, -77.44118917)",incomplete
7000163,Jefferson Park,5500: Natural and other recreational parks,9100: Not applicable to this dimension,rosewl,07/20/2007 11:53:42 AM,"(37.5359726499999, -77.4216152799999)",complete
7000798,Central National Bank,2000: General sales or services,2100: Office or bank building,rosewl,07/20/2007 11:18:25 AM,"(37.54403716, -77.4396789299999)",needs research
7000557,VCU Sports Medicine Center,6500: Health and human services,4220: College or university facility,georgeae,07/20/2007 11:08:06 AM,"(37.55343173, -77.4542304499999)",needs research
7000446,WTVR CBS 6 TOWER,4231: Radio and television broadcasting,,georgeae,07/20/2007 11:03:09 AM,"(37.5662452999999, -77.47609982)",incomplete
7000964,WRVA Tower,4231: Radio and television broadcasting,,georgeae,07/20/2007 11:02:55 AM,"(37.5329996899999, -77.42246479)",incomplete
7000066,Richmond Hill Retreat Center,6600: Religious institutions,,georgeae,07/20/2007 08:50:57 AM,"(37.53227065, -77.4224170399999)",incomplete
7000657,YWCA,"6560: Social assistance, welfare, and charitable services",2000: Commercial buildings and other specialized structures,georgeae,07/19/2007 03:22:42 PM,"(37.5408721399999, -77.4398576499999)",incomplete
7000729,MCV Alumni House and Paul A Gross Conference Center,6130: Colleges and Universities,1100: Single-family buildings,rosewl,07/18/2007 06:04:56 PM,"(37.5417170899999, -77.43050286)",complete
